name;given name;family name;sex or gender;date of birth;electoral district;parliamentary term;parliamentary group;represents
Jean Rey;Jean;Rey;male;1902-07-15;French-speaking electoral college;1;European Liberal Democrat and Reform Party Group;Liberal Reformist Party
Jack Lang;Jack;Lang;male;1939-09-02;France;4;Progressive Alliance of Socialists and Democrats;Socialist Party
Maurice Duverger;Georges;Duverger;male;1917-06-05;Italy;3;Progressive Alliance of Socialists and Democrats;Democratic Party of the Left
Ciarán Cuffe;Ciarán;Cuffe;male;1963-04-03;Dublin;9;The Greens–European Free Alliance;Green Party
Francisco Pinto Balsemão;Francisco;;male;1937-09-01;Portugal;2;European Liberal Democrat and Reform Party Group;Social Democratic Party
Karel De Gucht;Karel;De Gucht;male;1954-01-27;Dutch-speaking electoral college;3;European Liberal Democrat and Reform Party Group;Open Flemish Liberals and Democrats
Karel De Gucht;Karel;De Gucht;male;1954-01-27;Dutch-speaking electoral college;2;European Liberal Democrat and Reform Party Group;Open Flemish Liberals and Democrats
Karel De Gucht;Karel;De Gucht;male;1954-01-27;Dutch-speaking electoral college;1;European Liberal Democrat and Reform Party Group;Open Flemish Liberals and Democrats
Tadeusz Cymański;Tadeusz;Cymański;male;1955-06-06;Poland;7;Europe of Freedom and Democracy;Sovereign Poland
Czesław Hoc;Czesław;Hoc;male;1954-02-22;Lubusz and West Pomeranian;8;European Conservatives and Reformists;Law and Justice
Dawid Jackiewicz;Dawid;Jackiewicz;male;1973-03-18;Lower Silesian and Opole;8;European Conservatives and Reformists;Law and Justice
Max Simeoni;Max;Simeoni;male;1929-08-28;France;3;Rainbow Group;Union of the Corsican People
Claudio Morganti;Claudio;Morganti;male;1973-04-14;Italy;7;Europe of Freedom and Democracy;I Change
Claude Malhuret;Claude;Malhuret;male;1950-03-08;France;3;European Liberal Democrat and Reform Party Group;French Republican Party
Šarūnas Birutis;Šarūnas;Birutis;male;1961-09-20;Lithuania;6;Group of the Alliance of Liberals and Democrats for Europe;Labour Party
Robert Goodwill;Robert;Goodwill;male;1956-12-01;Yorkshire and the Humber;5;European People's Party group;Conservative Party
Agnès Le Brun;Agnès;Le Brun;female;1961-12-28;West France;7;European People's Party group;Union for a Popular Movement
Agustín Díaz de Mera García Consuegra;Agustín;Díaz de Mera;male;1947-09-27;Spain;8;European People's Party group;People's Party
Agustín Díaz de Mera García Consuegra;Agustín;Díaz de Mera;male;1947-09-27;Spain;7;European People's Party group;People's Party
Agustín Díaz de Mera García Consuegra;Agustín;Díaz de Mera;male;1947-09-27;Spain;6;European People's Party group;People's Party
Aileen McLeod;Aileen;McLeod;female;1971-08-24;Scotland;9;The Greens–European Free Alliance;Scottish National Party
Ignazio Marino;Ignazio;Marino;male;1955-03-10;Central Italy;10;The Greens–European Free Alliance;independent politician
Nikos Chrysogelos;Nikos;;male;1959-05-13;Greece;7;The Greens–European Free Alliance;Ecologist Greens
Ljudmila Novak;Ljudmila;Novak;female;1959-08-01;Slovenia;6;European People's Party group;New Slovenia
Ljudmila Novak;Ljudmila;Novak;female;1959-08-01;Slovenia;9;European People's Party group;New Slovenia
Hristina Hristova;Christina;;female;1954-01-21;Bulgaria;6;Group of the Alliance of Liberals and Democrats for Europe;National Movement for Stability and Progress
Krzysztof Jurgiel;Krzysztof;Jurgiel;male;1953-11-18;Poland;9;European Conservatives and Reformists;Law and Justice
Nadezhda Neynski;Nadezhda;Mikhaylova;female;1962-08-09;Bulgaria;7;European People's Party group;Blue Coalition
Jacek Kurski;Olgierd;Kurski;male;1966-02-22;Poland;7;Europe of Freedom and Democracy;Sovereign Poland
Anna Fotyga;Elżbieta;Fotyga;female;1957-01-12;Pomeranian;8;European Conservatives and Reformists;Law and Justice
Anna Fotyga;Elżbieta;Fotyga;female;1957-01-12;Poland;6;Union for Europe of the Nations;Law and Justice
Anna Fotyga;Elżbieta;Fotyga;female;1957-01-12;Poland;9;European Conservatives and Reformists;Law and Justice
Sławomir Kłosowski;Sławomir;Kłosowski;male;1964-02-21;Lower Silesian and Opole;8;European Conservatives and Reformists;Law and Justice
Paweł Kowal;Robert;Kowal;male;1975-07-22;Poland;7;European Conservatives and Reformists;Poland Comes First
Joanna Skrzydlewska;Katarzyna;Skrzydlewska;female;1977-02-17;Poland;7;European People's Party group;Civic Platform
Elżbieta Łukacijewska;Katarzyna;Łukacijewska;female;1966-11-25;Podkarpackie;8;European People's Party group;Civic Platform
Elżbieta Łukacijewska;Katarzyna;Łukacijewska;female;1966-11-25;Poland;7;European People's Party group;Civic Platform
Elżbieta Łukacijewska;Katarzyna;Łukacijewska;female;1966-11-25;Poland;9;European People's Party group;Civic Platform
Elżbieta Łukacijewska;Katarzyna;Łukacijewska;female;1966-11-25;Poland;10;European People's Party group;Civic Platform
Arkadiusz Mularczyk;Arkadiusz;Mularczyk;male;1971-02-04;Poland;10;European Conservatives and Reformists;Law and Justice
Tatjana Ždanoka;Tatiana;Zhdanok;female;1950-05-08;Latvia;8;The Greens–European Free Alliance;Latvian Russian Union
Tatjana Ždanoka;Tatiana;Zhdanok;female;1950-05-08;Latvia;7;The Greens–European Free Alliance;Latvian Russian Union
Tatjana Ždanoka;Tatiana;Zhdanok;female;1950-05-08;Latvia;6;The Greens–European Free Alliance;Latvian Russian Union
Tatjana Ždanoka;Tatiana;Zhdanok;female;1950-05-08;Latvia;9;The Greens–European Free Alliance;Latvian Russian Union
Iliana Yotova;Iliana;;female;1964-10-24;Bulgaria;6;Socialist Group;Bulgarian Socialist Party
Iliana Yotova;Iliana;;female;1964-10-24;Bulgaria;7;Progressive Alliance of Socialists and Democrats;Bulgarian Socialist Party
Iliana Yotova;Iliana;;female;1964-10-24;Bulgaria;8;Progressive Alliance of Socialists and Democrats;Bulgarian Socialist Party
Danutė Budreikaitė;Danutė;;female;1953-05-16;Lithuania;6;Group of the Alliance of Liberals and Democrats for Europe;Labour Party
Jolanta Dičkutė;Jolanta;;female;1970-12-08;Lithuania;6;Group of the Alliance of Liberals and Democrats for Europe;Labour Party
Marietje Schaake;Marietje;Schaake;female;1978-10-28;Netherlands;8;Group of the Alliance of Liberals and Democrats for Europe;Democrats 66
Marietje Schaake;Marietje;Schaake;female;1978-10-28;Netherlands;7;Group of the Alliance of Liberals and Democrats for Europe;Democrats 66
Erminia Mazzoni;Erminia;Mazzoni;female;1965-04-28;Italy;7;European People's Party group;New Centre-Right
Karima Delli;Karima;Delli;female;1979-03-04;North-West France;8;The Greens–European Free Alliance;The Ecologists – Europe Écologie Les Verts
Karima Delli;Karima;Delli;female;1979-03-04;Île-de-France;7;The Greens–European Free Alliance;The Ecologists – Europe Écologie Les Verts
Karima Delli;Karima;Delli;female;1979-03-04;France;9;The Greens–European Free Alliance;Ecology Generation
Lara Comi;Lara;Comi;female;1983-02-18;North-West Italy;8;European People's Party group;Forza Italia
Lara Comi;Lara;Comi;female;1983-02-18;Italy;7;European People's Party group;Forza Italia
Lara Comi;Lara;Comi;female;1983-02-18;Italy;9;European People's Party group;
Majda Širca;Majda;Ravnikar;female;1953-04-20;Slovenia;5;European Liberal Democrat and Reform Party Group;Liberal Democracy of Slovenia
Arnaldo Forlani;Arnaldo;Forlani;male;1925-12-08;Italy;3;European People's Party group;Christian Democracy
Julia Pitera;Julia;Pitera;female;1953-05-26;Masovian;8;European People's Party group;Civic Platform
Leire Pajín;Leire;Pajín;female;1976-09-16;Spain;10;Progressive Alliance of Socialists and Democrats;Spanish Socialist Workers' Party
Vilija Blinkevičiūtė;Vilija;Blinkevičiūtė;female;1960-03-03;Lithuania;8;Progressive Alliance of Socialists and Democrats;Social Democratic Party of Lithuania
Vilija Blinkevičiūtė;Vilija;Blinkevičiūtė;female;1960-03-03;Lithuania;7;Progressive Alliance of Socialists and Democrats;Social Democratic Party of Lithuania
Vilija Blinkevičiūtė;Vilija;Blinkevičiūtė;female;1960-03-03;Lithuania;9;Progressive Alliance of Socialists and Democrats;Social Democratic Party of Lithuania
Vilija Blinkevičiūtė;Vilija;Blinkevičiūtė;female;1960-03-03;Lithuania;10;Progressive Alliance of Socialists and Democrats;Social Democratic Party of Lithuania
Laima Liucija Andrikienė;Laima;Andrikienė;female;1958-01-01;Lithuania;8;European People's Party group;Homeland Union – Lithuanian Christian Democrats
Laima Liucija Andrikienė;Laima;Andrikienė;female;1958-01-01;Lithuania;6;European People's Party group;Homeland Union – Lithuanian Christian Democrats
Laima Liucija Andrikienė;Laima;Andrikienė;female;1958-01-01;Lithuania;7;European People's Party group;Homeland Union – Lithuanian Christian Democrats
Eileen Desmond;Eileen;Desmond;female;1932-12-29;Munster;1;Socialist Group;Labour Party
Roberta Angelilli;Roberta;Angelilli;female;1965-02-01;Italy;7;European People's Party group;Union of the Centre
Roberta Angelilli;Roberta;Angelilli;female;1965-02-01;Central Italy;6;European People's Party group;Union of the Centre
Roberta Angelilli;Roberta;Angelilli;female;1965-02-01;Italy;5;European People's Party group;Union of the Centre
Roberta Angelilli;Roberta;Angelilli;female;1965-02-01;Italy;4;European People's Party group;Union of the Centre
Roselyne Bachelot;Marcelle;Bachelot;female;1946-12-24;France;6;European People's Party group;Union for a Popular Movement
Síle de Valera;Síle;de Valera;female;1954-12-17;Dublin;1;European Progressive Democrats;Fianna Fáil
Lydie Schmit;Lydie;Schmit;female;1939-01-31;Luxembourg constituency of the European Parliament;2;Progressive Alliance of Socialists and Democrats;Luxembourg Socialist Workers' Party
Astrid Lulling;Astrid;Lulling;female;1929-06-11;Luxembourg constituency of the European Parliament;7;European People's Party group;Christian Social People's Party
Astrid Lulling;Astrid;Lulling;female;1929-06-11;Luxembourg constituency of the European Parliament;6;European People's Party group;Christian Social People's Party
Astrid Lulling;Astrid;Lulling;female;1929-06-11;Luxembourg constituency of the European Parliament;5;European People's Party group;Christian Social People's Party
Astrid Lulling;Astrid;Lulling;female;1929-06-11;Luxembourg constituency of the European Parliament;4;European People's Party group;Christian Social People's Party
Astrid Lulling;Astrid;Lulling;female;1929-06-11;Luxembourg constituency of the European Parliament;3;European People's Party group;Christian Social People's Party
Mady Delvaux-Stehres;Mady;Delvaux-Stehres;female;1950-10-11;Luxembourg constituency of the European Parliament;8;Progressive Alliance of Socialists and Democrats;Luxembourg Socialist Workers' Party
Mercedes Bresso;Mercedes;Bresso;female;1944-07-12;North-West Italy;8;Progressive Alliance of Socialists and Democrats;Democratic Party
Mercedes Bresso;Mercedes;Bresso;female;1944-07-12;North-West Italy;6;Progressive Alliance of Socialists and Democrats;Democratic Party of the Left
Mercedes Bresso;Mercedes;Bresso;female;1944-07-12;Italy;9;Progressive Alliance of Socialists and Democrats;
Catherine Trautmann;Catherine;Argence;female;1951-01-15;East France;7;Progressive Alliance of Socialists and Democrats;Socialist Party
Catherine Trautmann;Catherine;Argence;female;1951-01-15;East France;6;Progressive Alliance of Socialists and Democrats;Socialist Party
Catherine Trautmann;Catherine;Argence;female;1951-01-15;France;4;Progressive Alliance of Socialists and Democrats;Socialist Party
Catherine Trautmann;Catherine;Argence;female;1951-01-15;France;3;Progressive Alliance of Socialists and Democrats;Socialist Party
Sofia Sakorafa;Sophia;;female;1957-09-29;Greece;8;European United Left–Nordic Green Left;SYRIZA
Ana de Palacio y del Valle-Lersundi;Ana Isabel;Palacio;female;1948-07-22;Spain;5;European People's Party group;People's Party
Ana de Palacio y del Valle-Lersundi;Ana Isabel;Palacio;female;1948-07-22;Spain;4;European People's Party group;People's Party
Michel Barnier;Jean;Barnier;male;1951-01-09;Île-de-France;7;European People's Party group;Union for a Popular Movement
Kristiina Ojuland;Kristiina;Ojuland;female;1966-12-17;Estonia;7;Group of the Alliance of Liberals and Democrats for Europe;Estonian Reform Party
Anna Rosbach;Anna;Andersen;female;1947-02-02;Denmark;7;European Conservatives and Reformists;Fokus
Esther de Lange;Esther;de Lange;female;1975-02-19;Netherlands;8;European People's Party group;Christian Democratic Appeal
Esther de Lange;Esther;de Lange;female;1975-02-19;Netherlands;7;European People's Party group;Christian Democratic Appeal
Esther de Lange;Esther;de Lange;female;1975-02-19;Netherlands;6;European People's Party group;Christian Democratic Appeal
Esther de Lange;Esther;de Lange;female;1975-02-19;Netherlands;9;European People's Party group;Christian Democratic Appeal
Marina Kaljurand;Marina;Rajevskaja;female;1962-09-06;Estonia;9;Progressive Alliance of Socialists and Democrats;Social Democratic Party
Marina Kaljurand;Marina;Rajevskaja;female;1962-09-06;Estonia;10;Progressive Alliance of Socialists and Democrats;Social Democratic Party
Marie-Christine Vergiat;Marie-Christine;Vergiat;female;1956-09-23;South-East France;8;European United Left–Nordic Green Left;Left Front (France)
Marie-Christine Vergiat;Marie-Christine;Vergiat;female;1956-09-23;South-East France;7;European United Left–Nordic Green Left;Left Front (France)
Catherine Soullie;Catherine;;female;1954-07-18;Massif-central–Centre;7;European People's Party group;Union for a Popular Movement
Pascale Gruny;Pascale;Gruny;female;1960-02-18;North-West France;7;European People's Party group;Union for a Popular Movement
Marielle Gallo;Marielle;Gallo;female;1949-05-19;Île-de-France;7;European People's Party group;Union of Democrats and Independents
Estelle Grelier;Estelle;Grelier;female;1973-06-22;North-West France;7;Progressive Alliance of Socialists and Democrats;Socialist Party
Nicole Kiil-Nielsen;Nicole;;female;1949-08-21;West France;7;The Greens–European Free Alliance;The Ecologists – Europe Écologie Les Verts
Élisabeth Morin;Élisabeth;Morin-Chartier;female;1947-10-10;West France;8;European People's Party group;Union for a Popular Movement
Élisabeth Morin;Élisabeth;Morin-Chartier;female;1947-10-10;West France;7;European People's Party group;Union for a Popular Movement
Élisabeth Morin;Élisabeth;Morin-Chartier;female;1947-10-10;West France;6;European People's Party group;Union for a Popular Movement
Sylvie Guillaume;Sylvie;Guillaume;female;1962-06-11;South-East France;7;Progressive Alliance of Socialists and Democrats;Socialist Party
Sylvie Guillaume;Sylvie;Guillaume;female;1962-06-11;South-East France;8;Progressive Alliance of Socialists and Democrats;Socialist Party
Sylvie Guillaume;Sylvie;Guillaume;female;1962-06-11;France;9;Progressive Alliance of Socialists and Democrats;Socialist Party
Sophie Auconie;Sophie;Auconie;female;1963-08-19;Massif-central–Centre;7;European People's Party group;Union of Democrats and Independents
Michèle Striffler;Michèle;Striffler;female;1957-08-23;East France;7;European People's Party group;Socialist Party
Antigoni Papadopoulou;Antigoni;Papadopoulou;female;1954-07-08;Cyprus;7;Progressive Alliance of Socialists and Democrats;Democratic Party
Marie-Thérèse Sanchez-Schmid;Marie-Thérèse;;female;1957-11-15;South-West France;7;European People's Party group;Union for a Popular Movement
Vincenzo Aita;Vincenzo;Aita;male;1948-09-14;Southern Italy;6;European United Left–Nordic Green Left;Communist Refoundation Party
Fabienne Keller;Fabienne;Griesmar;female;1959-10-20;France;5;European People's Party group;Union for French Democracy
Fabienne Keller;Fabienne;Griesmar;female;1959-10-20;France;9;Renew Europe;Agir
Fabienne Keller;Fabienne;Griesmar;female;1959-10-20;France;10;Renew Europe;Renaissance
Marisa Matias;Marisa;Matias;female;1976-02-20;Portugal;7;European United Left–Nordic Green Left;Left Bloc
Marisa Matias;Marisa;Matias;female;1976-02-20;Portugal;8;European United Left–Nordic Green Left;Left Bloc
Marisa Matias;Marisa;Matias;female;1976-02-20;Portugal;9;European United Left–Nordic Green Left;Left Bloc
María del Pilar Ayuso González;María del Pilar;Ayuso;female;1942-06-16;Spain;8;European People's Party group;People's Party
